,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
287,Battle for the Lost Planet,1986,ActionAdventure,4.2 / 10,https://yts.rs/movie/battle-for-the-lost-planet-1986," After hijacking a space shuttle, a spy finds that the controls are malfunctioning and sees alien battleships approaching Earth. Many years later, when the arc of his flight path returns to earth, he finds the planet under alien domination. ",3434
288,BAB,2020,DramaThriller,4.1 / 10,https://yts.rs/movie/bab-2020," In a dying 1950's town, a mysterious traveler propositions a young farmhand, Donnie, to help take down the town's tyrannical leader in exchange for the release of Donnie's mother from a primitive mind rehabilitation center. ",6464
289,The Last Inn,2021,DramaFantasy,2.7 / 10,https://yts.rs/movie/the-last-inn-2021," University student Laura strays into the Lawst Inn run by a weird couple and gets acquainted with hotel guests Nicole, Peter and a mysterious young man named Steven. They spend a week together, encountering a series of horrific events triggered by an ancient game they play. —David Q. ",8282
290,Fittest in Dubai,2019,DocumentarySport,6.1 / 10,https://yts.rs/movie/fittest-in-dubai-2019," The Dubai CrossFit® Championship was a four-day CrossFit Sanctioned competition that took place in Dubai. Produced by Dubai Film LLC, and with the goal of bringing together the top individual athletes from around the world to compete in the spirit of fitness, ""Fittest in Dubai"" is a 60 min documentary film of the first CrossFit Sanctional event in the world. First place male and female competitors qualify for a position to the CrossFit Games in the United States. ",4545
291,Not the Messiah: He's a Very Naughty Boy,2010,ComedyMusic,7.1 / 10,https://yts.rs/movie/not-the-messiah-hes-a-very-naughty-boy-2010," This movie is a comic oratorio based on Monty Python's Life of Brian (1979), which retells the tragic tale of Mandy, impregnated by a Roman soldier, giving birth to Brian, a reluctant revolutionary of the People's Front of Judea who falls in love with Judith, gets mistaken for a Messiah and is arrested by the Romans and sentenced to be crucified. It ranges in reference from Handel, through a naughty Mozart duet, to the Festival of Nine Carols, Bob Dylan, and the classic finale ""Always Look on the Bright Side of Life"". ",5757
292,Things That Go Bump in the Night: The Spooky Pinball Story,2017,Documentary,6.4 / 10,https://yts.rs/movie/things-that-go-bump-in-the-night-the-spooky-pinball-story-2017," A devoted family man in rural Wisconsin gives up the security of a successful 20-year career to pursue his dream in the boom-or-bust world of pinball manufacturing. While trying to break into a tough competitive market and build a thriving business, he must navigate the bumpy roads that new startups inevitably face, without plunging his family into financial ruin. ",4343
293,Dark Web: Descent Into Hell,2021,HorrorMystery,2.9 / 10,https://yts.rs/movie/dark-web-descent-into-hell-2021," The Dark Web is the large part of the Internet that is inaccessible to conventional search engines. Experts estimate that search engines crawl and index less than 1% of all the content that can be accessed over the Internet. A young YouTuber, ""Ludovico 122"", will try to reach the eighth level of the Dark Web, penetrating the deepest and unknown part of the internet while he films the experience for his audience. But he is not prepared for a horrible surprise that will change his life. ",13332
294,Monkie Kid: A Hero Is Born,2020,ActionAdventure,8.2 / 10,https://yts.rs/movie/monkie-kid-a-hero-is-born-2020," Monkie King. Beloved hero from the famed novel ""Journey to the West"" comes to life as a young boy named MK. ",13433
295,Love Strikes Twice,2021,ComedyMystery,7.2 / 10,https://yts.rs/movie/love-strikes-twice-2021," Thirty-seven year old Maggie Turner's cutthroat approach, what is expected of her by her boss Malcom Baxter, and winning results look like they will be leading to her imminently making junior partner at the prestigious Chicago law firm where she works. This promotion coincides with her parents Estelle and George Hartman's fortieth wedding anniversary in their hometown of Elmhurst, attending which will be a working trip for Maggie, work which occupies any spare time she has. What she doesn't see or thus realize is that her schoolteacher husband, Josh Turner, who she met in high school but the two who didn't start dating until late in college, is the casualty in her life, he who tells her that he wonders if they should have gotten married at all in feeling like he is an afterthought to her, a possible permanent split which they will discuss when they return to Chicago after the anniversary party. A series of associated events leads to Maggie waking up the next morning only to discover that she has gone back exactly fifteen years in time to the end of college, just before she and Josh would have started dating. Beyond trying to figure out what's going on - her only confidante being her shy geek of a brother, Ash Hartman - Maggie may have a second chance to do it right, which she believes is two parts: saving the historic Elmhurst Library, the failure that first time around which led to her and Josh getting together, success in this matter which would free her emotionally from the pain of Josh to allow her to marry wealthy Rick Morgan, her boyfriend through most of college, the two who seemed to be well on their way to becoming a proverbial power couple. But Maggie's best laid plan, knowing what she knows from the first time, may not end the way she thinks. —Huggo ",18584
296,The Amityville Moon,2021,HorrorThriller,3.2 / 10,https://yts.rs/movie/the-amityville-moon-2021," As Alyssa and Karla try to escape from the church home that holds them captive, Karla is slaughtered by a vicious, semi-human creature. ",11211
297,The Mutation,2021,ActionHorror,4.4 / 10,https://yts.rs/movie/the-mutation-2021, A mutated rat has been let loose in a city. ,13332
298,The Chiptune Story - Creating retro music 8-bits at a time,2018,Documentary,5 / 10,https://yts.rs/movie/the-chiptune-story-creating-retro-music-8-bits-at-a-time-2018," The ChipTune Story focuses on 8-bit music and the C64 SID chip. Featuring interviews with games 8-bit music composers Rob Hubbard, Chris Huelsbeck, Ben Daglish, Mark Knight. We look at the history of ChipTune from 8-bit to 16-bit sampling. ",4949
299,Distancing Socially,2021,ComedyDrama,5.4 / 10,https://yts.rs/movie/distancing-socially-2021," Composed of a series of short vignettes that share a telecommunications application as a common thread, Distancing Socially focuses on loosely connected human interactions taking place virtually across a world in lock down. ",5757
300,The Rangers: Bloodstone,2021,ActionAdventure,3.6 / 10,https://yts.rs/movie/the-rangers-bloodstone-2021," Fueled by determination and love, Elite Ranger Drustan Lorne embarks on a journey to rescue his captured daughter and save Adrasil from the forces of darkness. ",17978
301,"Events Transpiring Before, During, and After a High School Basketball Game",2020,Comedy,6.1 / 10,https://yts.rs/movie/events-transpiring-before-during-and-after-a-high-school-basketball-game-2020," As Middleview High School's woeful boys basketball team prepares for another certain loss, several unusual dramas take shape around its periphery. Ken, a cantankerous referee, finds himself charged with minding his soon-to-be ex-wife's pomeranian; Brent Davidson, the Middleview Ducks' obnoxious assistant coach, lobbies to install a complex offensive system; third-string point guard Joel attempts to explain existentialism to his teammates; and a group of theatre students plan a confrontational protest after their ""post-colonial"" King Lear is banned by the administration. —Laura Carlson ",5252
302,American Gangster Presents: Big 50 - The Delrhonda Hood Story,2021,Drama,3 / 10,https://yts.rs/movie/american-gangster-presents-big-50-the-delrhonda-hood-story-2021," Delrhonda ""Big Fifty Hood ends up running her own drug empire, becoming one of Detroit's wealthiest and notorious women in the process. With her success, she discovers that money doesn't fix all of her problems, and she can only depend on herself if she wants to stay one step ahead of the law and stay alive. ",13635
303,Sunset on the River Styx,2020,HorrorSci-Fi,5 / 10,https://yts.rs/movie/sunset-on-the-river-styx-2020," Sunset on the River Styx is a surreal thriller about a a down-on-his-luck metro bus driver named Will. One day, he meets a passenger, Ashe, and the two embark on a brief but electric romance. Ashe helps pull Will out of his waking sleep to become more in tune with the world and the people around him. Through a series of ups and downs in their relationship, time and reality become blurred as they try to work through their past regrets and fears of the future. ",9595
304,El verano que vivimos,2020,DramaRomance,5.9 / 10,https://yts.rs/movie/el-verano-que-vivimos-2020," 1998. Isabel is a young girl who moves Vigo, Pontevedra (Galicia, northwest to Spain) to make her practices as journalist, but her new boss Don Mauricio only orders her the section of the obituaries. Reluctant to make the job, in her first day she receives an anonymous letter about a woman named Lucía. Talking with Don Mauricio, Isabel each year in the same day since 15 years ago the newspaper receives the same obituary, but this last letter, that it was sent before the usual. Puzzled about it, Isabel gets permission of Don Mauricio to investigate, discovering that the man responsible to write the letters, Gonzalo, lives in a house close to a riff. However, when she travels to the place, she not finds Gonzalo but Carlos, Gonzalo's son, who explains her that his father passed away a few days ago. Telling him the obituaries Gonzalo wrote, Carlos accepts Isabel's offer for working together to investigate about Lucía not only because Lucía wasn't his name's mother, but the chance to know better to his father. Following the trace of the obituaries, Lucía and Carlos discovers that the story starts in 1958, when a young Gonzalo travels to Jérez de la Frontera, Cádiz (Andalusia, south to Spain) to meet his close friend Hernán, a vintner belonging a long-tradition family of grapes cultivators to produce wine, hoping to design his new big wine cellar. Living in the family house, Gonzalo meets Hernán's parents Mercedes and Evaristo, his young sister Adela, and to his promised-to-marry girlfriend, Lucía. Quiet and man of few words, Gonzalo lives for his job even ignoring Adela's love interest on him. But their plans for success force Hernán to travel Sevilla to close an important deal, leaving Lucía as temporary boss. Working with her, Gonzalo feels attracted to her, learning that their marriage is arranged by their respective families to increase their riches. Realizing that Gonzalo is fall in love with her, Lucía agrees to his love and the two live in secret their passion, but two unexpected troubles appear on their way: Hernán returns to home before the time and Adela discovers Gonzalo's affair with Lucía, dying while she was escaping of Gonzalo when she falls to a well hide by old planks. According Isabel and Carlos continue investigating, they not only discover the consequences of Adela's death and the ultimate fate of Lucía, but the effect that the story have on themselves. —Chockys ",4444
